ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P501A_17,P501AA_17,P501A_18,P501AA_18,P501A_19,P501AA_19,P501A_20,P501AA_20,P501A_21,P501AA_21,P501A_22,P501AA_22,OMICAP500
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13116,00053,6,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,35.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13116,00061,7,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13116,00068,8,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,35.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13116,00075,9,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13116,00081,10,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,30.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13116,00086,11,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,10.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13116,00095,13,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,50.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13116,00103,14,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13117,00003,1,Completa,Sierra,Sierra Centro,73.19444444444443,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13117,00010,2,Completa,Sierra,Sierra Centro,73.19444444444443,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13117,00016,3,Completa,Sierra,Sierra Centro,73.19444444444443,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13117,00038,6,Completa,Sierra,Sierra Centro,73.19444444444443,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13117,00050,7,Completa,Sierra,Sierra Centro,73.19444444444443,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13117,00055,9,Completa,Sierra,Sierra Centro,73.19444444444443,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13117,00066,10,Completa,Sierra,Sierra Centro,73.19444444444443,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13117,00086,13,Completa,Sierra,Sierra Centro,73.19444444444443,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,05,CHURCAMPA,01,CHURCAMPA,13117,00098,14,Completa,Sierra,Sierra Centro,73.19444444444443,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,21.0,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13127,00001,1,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13127,00023,2,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13127,00055,4,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13127,00057,5,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13127,00079,7,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13127,00097,8,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13127,00116,9,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13127,00134,10,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13127,00150,11,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13127,00157,12,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13127,00168,13,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13127,00193,14,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13133,00005,1,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,45.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13133,00014,2,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13133,00018,3,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,35.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13133,00030,4,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13133,00035,5,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13133,00047,6,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,40.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13133,00052,7,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13133,00064,8,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,25.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13133,00080,9,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,40.0,No,,Sí,40.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13133,00097,10,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,35.0,No,,Sí,35.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13133,00109,11,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,45.0,No,,Sí,45.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13133,00124,13,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,40.0,No,,Sí,40.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13133,00132,14,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,5.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13137,00030,1,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13137,00068,2,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,15.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13137,00088,3,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13137,00106,4,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13137,00163,6,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,10.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13137,00190,7,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13137,00234,8,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,Pase,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13137,00248,9,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,5.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13137,00275,11,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,4.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13137,00300,12,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13137,00330,13,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,06,PAUCARA,13137,00366,14,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13150,00002,1,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13150,00010,2,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13150,00017,3,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13150,00033,5,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13150,00040,6,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,10.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13150,00045,7,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13150,00048,8,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13150,00055,9,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13150,00062,10,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13150,00073,11,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13150,00080,12,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13150,00088,13,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13150,00098,14,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13155,00010,2,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13155,00017,3,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13155,00025,4,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13155,00027,5,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13155,00032,6,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13155,00037,7,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13155,00045,8,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13155,00052,9,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13155,00059,10,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13155,00067,11,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13155,00069,12,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13155,00084,13,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13155,00087,14,Completa,Sierra,Sierra Centro,67.56410256410257,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13157,00002,1,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,35.0,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13157,00008,2,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13157,00017,3,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13157,00023,4,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13157,00036,6,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,35.0,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13157,00038,7,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,15.0,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13157,00052,9,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13157,00059,10,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,35.0,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13157,00067,11,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,45.0,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13157,00075,12,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,50.0,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13157,00079,13,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,15.0,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,08,ROSARIO,13157,00084,14,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13175,00005,1,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,32.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13175,00037,4,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,23.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13175,00063,6,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,40.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13175,00072,7,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,22.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13175,00073,8,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,Sí,25.0,No,,Sí,25.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13175,00088,10,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,35.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13175,00105,12,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,20.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13175,00114,13,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,32.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13175,00124,14,Completa,Sierra,Sierra Centro,62.73809523809524,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,Sí,20.0,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13177,00004,1,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13177,00012,2,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
2021.0,09,HUANCAVELICA,02,ACOBAMBA,01,ACOBAMBA,13177,00016,3,Completa,Sierra,Sierra Centro,62.73809523809523,Pequeños y medianos productores/as agropecuarios/as,¿Agrícola?,¿Pecuaria?,No,,No,,No,,No,,No,,No,,
