ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P229G_N,P204_NOM_200D,P204_COD_200D,P229G_NOM,P229G_COD,P229H_CANT_ENT,P229H_CANT_DEC,P229H_UM,P229H_UM_COD,P229H_EQUIV,P229I_1_CANT_ENT,P229I_1_CANT_DEC,P229I_PREC_ENT,P229I_PREC_DEC,P229I_VAL,P229I_2_ENT,P229I_2_DEC,P229I_3_ENT,P229I_3_DEC,OMICAP200_03
2018.0,11,ICA,04,PALPA,05,TIBILLO,12875,00088,13,,Completa,Sierra,Sierra Centro,14.736263736263735,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,200.0,000,KILO,12,1.0,0.0,000,,,,200.0,000,0.0,000,
2018.0,11,ICA,04,PALPA,05,TIBILLO,12875,00102,14,,Completa,Sierra,Sierra Centro,14.736263736263735,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,200.0,000,KILO,12,1.0,0.0,000,,,,200.0,000,0.0,000,
2018.0,11,ICA,04,PALPA,03,RIO GRANDE,12879,00018,1,,Completa,Costa,Costa Centro,29.982248520710055,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,40.0,000,TONELADA,22,1000.0,40.0,000,50.0,00,2000.0,0.0,000,0.0,000,
2018.0,11,ICA,04,PALPA,03,RIO GRANDE,12879,00056,5,,Completa,Costa,Costa Centro,29.982248520710055,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,33.0,000,TONELADA,22,1000.0,33.0,000,50.0,00,1650.0,0.0,000,0.0,000,
2018.0,11,ICA,04,PALPA,03,RIO GRANDE,12879,00065,6,,Completa,Costa,Costa Centro,29.982248520710055,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,28.0,000,TONELADA,22,1000.0,28.0,000,45.0,00,1260.0,0.0,000,0.0,000,
2018.0,11,ICA,04,PALPA,03,RIO GRANDE,12879,00067,7,,Completa,Costa,Costa Centro,29.982248520710055,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,75.0,000,TONELADA,22,1000.0,75.0,000,50.0,00,3750.0,0.0,000,0.0,000,
2018.0,11,ICA,04,PALPA,03,RIO GRANDE,12879,00079,8,,Completa,Costa,Costa Centro,29.982248520710055,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,28.0,000,TONELADA,22,1000.0,28.0,000,45.0,00,1260.0,0.0,000,0.0,000,
2018.0,11,ICA,04,PALPA,03,RIO GRANDE,12879,00086,9,,Completa,Costa,Costa Centro,29.982248520710055,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,8.0,000,TONELADA,22,1000.0,8.0,000,55.0,00,440.0,0.0,000,0.0,000,
2018.0,11,ICA,04,PALPA,03,RIO GRANDE,12879,00119,12,,Completa,Costa,Costa Centro,29.982248520710055,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,21.0,000,TONELADA,22,1000.0,21.0,000,60.0,00,1260.0,0.0,000,0.0,000,
2018.0,11,ICA,04,PALPA,03,RIO GRANDE,12879,00148,14,,Completa,Costa,Costa Centro,29.982248520710055,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,18.0,000,TONELADA,22,1000.0,18.0,000,50.0,00,900.0,0.0,000,0.0,000,
2018.0,11,ICA,03,NAZCA,02,CHANGUILLO,12885,00002,1,,Completa,Costa,Costa Centro,29.982248520710055,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,PALLAR GRANO SECO,2508.0,RASTROJO DE PALLAR,8888.0,1000.0,000,KILO,12,1.0,0.0,000,,,,0.0,000,1000.0,000,
2018.0,11,ICA,03,NAZCA,02,CHANGUILLO,12885,00042,7,,Completa,Costa,Costa Centro,29.982248520710055,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ MORADO,2110.0,CHALA DE MAIZ,4105.0,2500.0,000,KILO,12,1.0,2500.0,000,0.0,10,250.0,0.0,000,0.0,000,
2018.0,11,ICA,03,NAZCA,02,CHANGUILLO,12885,00063,9,,Completa,Costa,Costa Centro,29.982248520710055,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PALLAR GRANO SECO,2508.0,RASTROJO DE PALLAR,8888.0,500.0,000,KILO,12,1.0,0.0,000,,,,500.0,000,0.0,000,
2018.0,11,ICA,03,NAZCA,02,CHANGUILLO,12885,00090,11,,Completa,Costa,Costa Centro,29.982248520710055,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PALLAR GRANO SECO,2508.0,RASTROJO DE PALLAR,8888.0,2000.0,000,KILO,12,1.0,0.0,000,,,,2000.0,000,0.0,000,
2018.0,11,ICA,03,NAZCA,03,EL INGENIO,12890,00043,5,,Completa,Costa,Costa Centro,27.84065934065934,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ MORADO,2110.0,CHALA DE MAIZ,4105.0,22.0,000,CAMIONADA,08,5000.0,0.0,000,,,,22.0,000,0.0,000,
2018.0,11,ICA,03,NAZCA,03,EL INGENIO,12890,00048,6,,Completa,Costa,Costa Centro,27.84065934065934,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,800.0,000,KILO,12,1.0,800.0,000,0.0,20,160.0,0.0,000,0.0,000,
2018.0,11,ICA,03,NAZCA,01,NAZCA,12895,00034,3,,Completa,Costa,Costa Centro,29.982248520710055,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,50.0,000,CARGA,09,20.0,0.0,000,,,,50.0,000,0.0,000,
2018.0,11,ICA,03,NAZCA,05,VISTA ALEGRE,12902,00018,2,,Completa,Costa,Costa Centro,27.84065934065934,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,GARBANZO GRANO SECO,2504.0,RASTROJO DE GARBANZO,8888.0,300.0,000,KILO,12,1.0,0.0,000,,,,300.0,000,0.0,000,
2018.0,11,ICA,03,NAZCA,05,VISTA ALEGRE,12902,00130,12,,Completa,Costa,Costa Centro,27.84065934065934,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,GARBANZO GRANO SECO,2504.0,RASTROJO DE GARBANZO,8888.0,5.0,000,MANTADA,15,20.0,0.0,000,,,,5.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00021,2,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,7.0,000,CARGA,09,8.0,0.0,000,,,,7.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00033,3,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,CARGA,09,8.0,0.0,000,,,,10.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00034,4,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,2.0,000,CARGA,09,15.0,0.0,000,,,,2.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00064,6,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,09,8.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00075,7,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,4.0,000,CARGA,09,8.0,0.0,000,,,,0.0,000,4.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00085,8,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,CARGA,09,15.0,10.0,000,8.0,00,80.0,0.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00089,9,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,12.0,000,CARGA,09,8.0,0.0,000,,,,12.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00109,11,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,12.0,000,CARGA,09,8.0,0.0,000,,,,12.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00130,12,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,12.0,000,CARGA,09,10.0,0.0,000,,,,12.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00134,13,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,15.0,000,CARGA,09,8.0,0.0,000,,,,15.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00138,14,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,15.0,000,CARGA,09,10.0,0.0,000,,,,0.0,000,15.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00004,1,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,40.0,000,CARGA,09,10.0,0.0,000,,,,40.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00015,3,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,09,8.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00017,4,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,30.0,000,CARGA,09,10.0,0.0,000,,,,0.0,000,30.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00032,5,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,12.0,000,CARGA,09,10.0,0.0,000,,,,12.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00042,7,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,30.0,000,CARGA,09,10.0,0.0,000,,,,30.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00046,8,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,8.0,000,CARGA,09,8.0,0.0,000,,,,0.0,000,8.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00048,9,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,25.0,000,CARGA,09,10.0,0.0,000,,,,25.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00066,11,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,30.0,000,CARGA,09,10.0,0.0,000,,,,30.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00067,12,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,CARGA,09,8.0,8.0,000,2.0,50,20.0,2.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00073,13,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,09,10.0,20.0,000,2.0,50,50.0,0.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00086,14,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,5.0,000,CARGA,09,10.0,0.0,000,,,,5.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00015,1,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,50.0,000,CARGA,09,30.0,0.0,000,,,,50.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00040,2,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,09,20.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00058,3,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,5.0,000,CARGA,09,30.0,0.0,000,,,,5.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00120,7,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,09,25.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00201,11,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,35.0,000,CARGA,09,30.0,0.0,000,,,,35.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00239,13,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,09,30.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,18,TINTAY PUNCU,12940,00011,1,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,15.0,000,CARGA,09,20.0,0.0,000,,,,15.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,18,TINTAY PUNCU,12940,00025,2,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,6.0,000,CARGA,09,25.0,0.0,000,,,,6.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,18,TINTAY PUNCU,12940,00028,3,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,4.0,000,CARGA,09,25.0,0.0,000,,,,4.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,18,TINTAY PUNCU,12940,00031,4,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,8.0,000,CARGA,09,20.0,0.0,000,,,,8.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,18,TINTAY PUNCU,12940,00044,5,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,30.0,000,CARGA,09,30.0,0.0,000,,,,30.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,18,TINTAY PUNCU,12940,00078,7,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,7.0,000,CARGA,09,20.0,0.0,000,,,,7.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,18,TINTAY PUNCU,12940,00094,9,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,8.0,000,CARGA,09,25.0,0.0,000,,,,0.0,000,8.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,18,TINTAY PUNCU,12940,00112,11,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,6.0,000,CARGA,09,25.0,0.0,000,,,,6.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,18,TINTAY PUNCU,12940,00130,12,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,3.0,000,CARGA,09,20.0,0.0,000,,,,0.0,000,3.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,18,TINTAY PUNCU,12940,00149,13,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,5.0,000,CARGA,09,25.0,0.0,000,,,,5.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,18,TINTAY PUNCU,12940,00161,14,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,09,20.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,05,COLCABAMBA,12947,00027,3,,Completa,Sierra,Sierra Centro,68.69629629629631,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,8.0,000,CARGA,09,20.0,0.0,000,,,,8.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,05,COLCABAMBA,12947,00054,5,,Completa,Sierra,Sierra Centro,68.69629629629631,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,HABA GRANO SECO,2505.0,RASTROJO DE HABAS,8888.0,600.0,000,KILO,12,1.0,0.0,000,,,,0.0,000,600.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,05,COLCABAMBA,12947,00062,6,,Completa,Sierra,Sierra Centro,68.69629629629631,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,MANTADA,15,15.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,05,COLCABAMBA,12947,00101,10,,Completa,Sierra,Sierra Centro,68.69629629629631,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,50.0,000,CARGA,09,20.0,0.0,000,,,,25.0,000,25.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,05,COLCABAMBA,12947,00111,11,,Completa,Sierra,Sierra Centro,68.69629629629631,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,60.0,000,CARGA,09,20.0,0.0,000,,,,60.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,05,COLCABAMBA,12947,00115,12,,Completa,Sierra,Sierra Centro,68.69629629629631,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,2.0,000,CAMIONADA,08,1000.0,0.0,000,,,,1.0,000,1.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,05,COLCABAMBA,12947,00127,13,,Completa,Sierra,Sierra Centro,68.69629629629631,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,30.0,000,CARGA,09,25.0,0.0,000,,,,30.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,05,COLCABAMBA,12952,00063,7,,Completa,Sierra,Sierra Centro,58.882539682539694,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,30.0,000,CARGA,09,40.0,0.0,000,,,,0.0,000,30.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,05,COLCABAMBA,12952,00088,9,,Completa,Sierra,Sierra Centro,58.882539682539694,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,5.0,000,MANTADA,15,20.0,0.0,000,,,,0.0,000,5.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,05,COLCABAMBA,12952,00104,10,,Completa,Sierra,Sierra Centro,58.882539682539694,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,7.0,000,MANTADA,15,6.0,0.0,000,,,,2.0,000,5.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,05,COLCABAMBA,12952,00120,13,,Completa,Sierra,Sierra Centro,58.882539682539694,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107.0,CHALA DE MAIZ,4105.0,20.0,000,KILO,12,1.0,0.0,000,,,,10.0,000,10.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,05,COLCABAMBA,12957,00016,1,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,60.0,000,CARGA,09,30.0,0.0,000,,,,30.0,000,30.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,05,COLCABAMBA,12978,00083,9,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,CARGA,09,25.0,0.0,000,,,,0.0,000,10.0,000,
