ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,FACTOR,CODIGO,P101A,P102_1,P102_2,P404AA_1,P404AA_2,P404AA_3,P404AA_4,P404AA_5,P404AA_6,P410AA,P410AB1,P410AB2,P410AC_CANT_1,P410AC_CANT_2,P410AD,P410AD1,P410AE,OMICAP400_02
2018.0,15,LIMA,05,CAÑETE,12,QUILMANA,12533,00075,2,Granjas Avícolas,Incompleta,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pavos de engorde,107.0,0.0,20.0,500,940000.0,Manual?,Pozo,
2018.0,15,LIMA,05,CAÑETE,12,QUILMANA,12533,00075,2,Granjas Avícolas,Incompleta,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pavos reproductores de engorde,16.0,0.0,17.0,000,720000.0,Manual?,Pozo,
2018.0,15,LIMA,05,CAÑETE,12,QUILMANA,12533,00076,3,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,30.0,0.0,0.0,700,69600.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,12,QUILMANA,12534,00009,4,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,44.0,0.0,6.0,000,4000.0,Automatico?,Pozo,
2018.0,15,LIMA,05,CAÑETE,12,QUILMANA,12534,00087,5,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,4.0,0.0,1.0,500,107000.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,12,QUILMANA,12534,00090,6,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,11.0,0.0,0.0,160,106.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,12,QUILMANA,12535,00001,7,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,6.0,0.0,0.0,500,35000.0,Manual?,Pozo,
2018.0,15,LIMA,05,CAÑETE,12,QUILMANA,12535,00006,8,Granjas Avícolas,Incompleta,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,78.0,6.0,12.0,342,1440000.0,Automatico?,Pozo,
2018.0,15,LIMA,05,CAÑETE,12,QUILMANA,12539,00048,14,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,16.0,0.0,1.0,000,670.0,Manual?,Pozo,
2018.0,15,LIMA,05,CAÑETE,04,CERRO AZUL,12540,00036,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,90.0,5.0,35.0,000,2200000.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,04,CERRO AZUL,12540,00037,2,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,42.0,0.0,11.0,000,900000.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,04,CERRO AZUL,12541,00080,4,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,080,52.0,Manual?,Pozo,
2018.0,15,LIMA,05,CAÑETE,04,CERRO AZUL,12541,00098,5,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,8.0,0.0,1.0,500,229.0,Manual?,Pozo,
2018.0,15,LIMA,05,CAÑETE,04,CERRO AZUL,12541,00098,5,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,5.0,0.0,0.0,008,18.0,Manual?,Pozo,
2018.0,15,LIMA,05,CAÑETE,04,CERRO AZUL,12543,00014,6,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,0.0,1.0,0.0,080,50.0,Manual?,Pozo,
2018.0,15,LIMA,05,CAÑETE,04,CERRO AZUL,12543,00014,6,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,012,610.0,Manual?,Pozo,
2018.0,15,LIMA,05,CAÑETE,04,CERRO AZUL,12543,00040,7,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,16.0,0.0,1.0,400,775.0,Automatico?,Pozo,
2018.0,15,LIMA,05,CAÑETE,14,SAN LUIS,12545,00096,1,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,3.0,0.0,0.0,250,50.0,Manual?,Pozo,
2018.0,15,LIMA,05,CAÑETE,14,SAN LUIS,12545,00144,2,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,3.0,0.0,0.0,100,22.0,Manual?,Río/riachuelo,
2018.0,15,LIMA,05,CAÑETE,14,SAN LUIS,12547,00064,3,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,6.0,0.0,0.0,400,50.0,Manual?,Pozo,
2018.0,15,LIMA,05,CAÑETE,07,IMPERIAL,12552,00017,1,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,22.0,0.0,7.0,000,819.0,Automatico?,Pozo,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12559,00020,1,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,2.0,0.0,0.0,008,210.0,Manual?,Río/riachuelo,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12559,00039,3,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Sociedad anónima?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,21.0,0.0,3.0,000,20798.0,Automatico?,Pozo,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12559,00088,4,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,20.0,0.0,1.0,000,555.0,Manual?,Río/riachuelo,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12559,00089,5,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,0.0,3.0,0.0,060,6000.0,Automatico?,Río/riachuelo,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12559,00091,7,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,9.0,2.0,2.0,800,230750.0,Manual?,Pozo,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12559,00145,8,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,4.0,0.0,0.0,250,42.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12559,00145,8,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,0.0,0.0,001,10.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12559,00145,8,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,0.0,1.0,0.0,001,100.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12559,00167,9,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,4.0,0.0,1.0,500,107000.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12560,00036,10,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,030,2500.0,Manual?,Río/riachuelo,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12564,00108,15,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,250,124.0,Manual?,Pozo,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12566,00102,18,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,23.0,0.0,0.0,100,249.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12566,00102,18,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,1.0,0.0,0.0,050,3000.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12566,00109,19,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,4.0,0.0,0.0,010,300.0,Manual?,Río/riachuelo,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12566,00118,20,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,0.0,0.0,001,7.0,Manual?,Río/riachuelo,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12566,00118,20,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,001,50.0,Manual?,Río/riachuelo,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12566,00125,21,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,2.0,0.0,0.0,020,35.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12566,00125,21,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,1.0,2.0,0.0,020,2000.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12566,00128,22,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,0.0,1.0,0.0,075,7500.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12566,00129,23,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,1.0,0.0,0.0,060,3500.0,Manual?,Cisterna,
2018.0,15,LIMA,05,CAÑETE,10,NUEVO IMPERIAL,12569,00136,24,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,085,10000.0,Manual?,Red pública,
2018.0,15,LIMA,05,CAÑETE,01,SAN VICENTE DE CAÑETE,12584,00106,7,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,19.0,0.0,4.0,000,1500.0,Manual?,Río/riachuelo,
2018.0,15,LIMA,05,CAÑETE,01,SAN VICENTE DE CAÑETE,12584,00106,7,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,2.0,0.0,0.0,014,700.0,Manual?,Pozo,
2018.0,15,LIMA,05,CAÑETE,01,SAN VICENTE DE CAÑETE,12587,00006,10,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,1.0,0.0,010,500.0,Manual?,Red pública,
2018.0,15,LIMA,05,CAÑETE,08,LUNAHUANA,12606,00020,1,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Granja de cuyes?,Pase,Pase,Granja de cuyes,1.0,0.0,0.0,020,1000.0,Manual?,Red pública,
2018.0,11,ICA,02,CHINCHA,06,GROCIO PRADO,12629,00107,2,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,95.0,25.0,28.0,800,2640000.0,Automatico?,Cisterna,
2018.0,11,ICA,02,CHINCHA,06,GROCIO PRADO,12629,00107,2,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de reproductores padres de postura,20.0,10.0,14.0,400,2640000.0,Manual?,Cisterna,
2018.0,11,ICA,02,CHINCHA,06,GROCIO PRADO,12630,00109,5,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,3.0,2.0,0.0,600,50000.0,Manual?,Pozo,
2018.0,11,ICA,02,CHINCHA,06,GROCIO PRADO,12630,00111,6,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de reproductores padres de postura,60.0,15.0,17.0,330,700000.0,Manual?,Cisterna,
2018.0,11,ICA,02,CHINCHA,06,GROCIO PRADO,12633,00097,9,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,0.0,6.0,0.0,900,70000.0,Manual?,Cisterna,
2018.0,11,ICA,02,CHINCHA,06,GROCIO PRADO,12633,00100,10,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,1.0,2.0,0.0,145,12000.0,Manual?,Cisterna,
2018.0,11,ICA,02,CHINCHA,06,GROCIO PRADO,12636,00052,14,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,0.0,2.0,0.0,124,7000.0,Manual?,Red pública,
2018.0,11,ICA,02,CHINCHA,06,GROCIO PRADO,12636,00052,14,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,2.0,0.0,0.0,112,9000.0,Manual?,Red pública,
2018.0,11,ICA,02,CHINCHA,06,GROCIO PRADO,12636,00053,15,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,1.0,0.0,0.0,050,9.0,Manual?,Cisterna,
2018.0,11,ICA,02,CHINCHA,06,GROCIO PRADO,12636,00053,15,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,2.0,0.0,0.0,096,3500.0,Manual?,Cisterna,
2018.0,11,ICA,02,CHINCHA,06,GROCIO PRADO,12636,00071,16,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,1.0,2.0,0.0,540,15000.0,Manual?,Cisterna,
2018.0,11,ICA,02,CHINCHA,06,GROCIO PRADO,12647,00083,19,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,2.0,1.0,0.0,170,12000.0,Manual?,Red pública,
2018.0,11,ICA,02,CHINCHA,07,PUEBLO NUEVO,12650,00039,3,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,4.0,0.0,0.0,400,32000.0,Manual?,Cisterna,
2018.0,11,ICA,02,CHINCHA,07,PUEBLO NUEVO,12650,00043,4,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,2.0,0.0,0.0,100,11182.0,Manual?,Cisterna,
2018.0,11,ICA,02,CHINCHA,07,PUEBLO NUEVO,12650,00061,6,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de pollo de engorde,8.0,3.0,1.0,680,163200.0,Manual?,Cisterna,
2018.0,11,ICA,02,CHINCHA,07,PUEBLO NUEVO,12650,00117,7,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,3.0,0.0,0.0,140,9000.0,Manual?,Cisterna,
2018.0,11,ICA,02,CHINCHA,07,PUEBLO NUEVO,12650,00136,9,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,2.0,1.0,0.0,180,15000.0,Manual?,Cisterna,
2018.0,11,ICA,02,CHINCHA,07,PUEBLO NUEVO,12650,00162,10,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,¿Persona natural?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Granja porcina?,Pase,Pase,Pase,Granja porcina,1.0,0.0,0.0,020,57.0,Manual?,Cisterna,
2018.0,11,ICA,02,CHINCHA,01,CHINCHA ALTA,12658,00024,2,Granjas y Establos,Completa,Costa,3.6873065015479876,Grandes productores/as agropecuarios/as,Otro,¿Agrícola?,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,8.0,0.0,0.0,320,92.0,Manual?,Red pública,
2018.0,11,ICA,02,CHINCHA,01,CHINCHA ALTA,12658,00126,4,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,4.0,0.0,0.0,100,20000.0,Manual?,Red pública,
2018.0,11,ICA,02,CHINCHA,01,CHINCHA ALTA,12658,00127,5,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,2.0,0.0,0.0,050,10000.0,Manual?,Red pública,
2018.0,11,ICA,02,CHINCHA,01,CHINCHA ALTA,12658,00128,6,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,4.0,1.0,0.0,520,39400.0,Manual?,Red pública,
2018.0,11,ICA,02,CHINCHA,01,CHINCHA ALTA,12659,00092,7,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Persona natural?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,0.0,1.0,0.0,012,1000.0,Manual?,Red pública,
2018.0,11,ICA,02,CHINCHA,10,SUNAMPE,12674,00079,3,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Empresa individual de responsabilidad limitada (EIRL)?,¿Agrícola?,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,5.0,0.0,0.0,110,12000.0,Manual?,Pozo,
2018.0,11,ICA,02,CHINCHA,11,TAMBO DE MORA,12676,00158,2,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,53.0,53.0,9.0,540,861198.0,Manual?,Pozo,
2018.0,11,ICA,02,CHINCHA,04,CHINCHA BAJA,12678,00117,1,Granjas Avícolas,Completa,Costa,1.007936507936508,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,30.0,8.0,4.0,560,380000.0,Automatico?,Pozo,
2018.0,11,ICA,02,CHINCHA,04,CHINCHA BAJA,12679,00134,2,Granjas y Establos,Completa,Costa,1.0241935483870968,Grandes productores/as agropecuarios/as,¿Sociedad anónima cerrada (SAC)?,Pase,¿Pecuaria?,Establo Lechero?,Pase,Pase,Pase,Pase,Pase,Establo lechero,29.0,15.0,5.0,808,1320.0,Automatico?,Pozo,
2018.0,11,ICA,02,CHINCHA,04,CHINCHA BAJA,12680,00099,3,Granjas Avícolas,Completa,Costa,4.223076923076923,Grandes productores/as agropecuarios/as,¿Sociedad de responsabilidad limitada (SRL)?,Pase,¿Pecuaria?,Pase,Pase,Pase,Pase,Granja avícola?,Pase,Granja avícola de gallina de postura,2.0,4.0,0.0,630,42000.0,Manual?,Pozo,
