ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_1_PRE_KG,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2022.0,10,HUANUCO,05,HUAMALIES,11,TANTAMAYO,09668,00127,11,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612,TOCOSH,4136.0,12.0,000,BALDE,03,22.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,11,TANTAMAYO,09668,00139,14,Completa,Sierra,Sierra Centro,63.119413919413915,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,TOCOSH,4136.0,3.0,000,BALDE,03,25.0,0.0,000,,,,,3.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00014,1,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,"PAPA AMARGA, PAPA NATIVA","2610,2615",TOCOSH,4136.0,63.0,000,KILOGRAMO,12,1.0,30.0,000,4.0,00,120.0,4.0,33.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00014,1,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,ARVEJA GRANO SECO,2501,HARINA DE ARVEJA,4112.0,8.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00014,1,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,HABA GRANO SECO,2505,HARINA DE HABA,4114.0,38.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,38.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00014,1,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,60.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,60.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00014,1,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,5.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,30.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,30.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00014,1,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,6.0,TRIGO,2113,HARINA DE TRIGO,4118.0,152.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,152.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00014,1,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,7.0,TRIGO,2113,TRIGO MOTE,4137.0,76.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,76.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00028,2,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA AMARGA,2610,TOCOSH,4136.0,200.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,150.0,000,50.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00028,2,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,OCA,2608,OCA SECA (CCAYA),4126.0,7.0,500,KILOGRAMO,12,1.0,0.0,000,,,,,7.0,500,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00028,2,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,QUINUA,2111,HARINA DE QUINUA,4117.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00031,3,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,TOCOSH,4136.0,225.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,150.0,000,75.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00031,3,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,OCA,2608,OCA SECA (CCAYA),4126.0,14.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,14.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00031,3,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,100.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,100.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00031,3,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,50.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,50.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00036,4,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,TOCOSH,4136.0,108.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,96.0,000,12.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00041,5,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,TOCOSH,4136.0,125.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,100.0,000,25.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00050,6,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,TOCOSH,4136.0,12.0,500,KILOGRAMO,12,1.0,0.0,000,,,,,12.0,500,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00060,7,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA AMARGA,2610,TOCOSH,4136.0,70.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,70.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00067,8,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA AMARGA,2610,TOCOSH,4136.0,37.0,500,KILOGRAMO,12,1.0,0.0,000,,,,,37.0,500,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00068,9,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA AMARGA,2610,TOCOSH,4136.0,50.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,20.0,000,30.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00070,10,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,"PAPA AMARGA, PAPA NATIVA","2610,2615",TOCOSH,4136.0,180.0,000,KILOGRAMO,12,1.0,36.0,000,4.0,00,144.0,4.0,96.0,000,48.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00080,11,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,TOCOSH,4136.0,105.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,58.0,000,47.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00080,11,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,40.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,40.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00080,11,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,CEBADA GRANO,2104,MORON,4124.0,17.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,17.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00080,11,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4.0,HABA GRANO SECO,2505,HARINA DE HABA,4114.0,5.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00095,12,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,30.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,30.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00105,13,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,30.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,30.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,04,JACAS GRANDE,09676,00106,14,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMARILLO DURO,2107,MAIZ MOTE (PELADO),4122.0,50.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,40.0,000,10.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,03,CHAVIN DE PARIARCA,09683,00003,1,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA HUAYRO,2614,TOCOSH,4136.0,67.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,67.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,03,CHAVIN DE PARIARCA,09683,00015,4,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,7.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,7.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,03,CHAVIN DE PARIARCA,09683,00037,7,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,"PAPA AMARILLA, PAPA BLANCA","2611,2612",TOCOSH,4136.0,225.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,150.0,000,75.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,03,CHAVIN DE PARIARCA,09683,00041,8,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,10.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,03,CHAVIN DE PARIARCA,09683,00071,13,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612,TOCOSH,4136.0,117.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,88.0,000,29.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00024,1,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,TOCOSH,4136.0,42.0,000,KILOGRAMO,12,1.0,27.0,000,5.0,00,135.0,5.0,10.0,000,5.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00041,2,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,TOCOSH,4136.0,700.0,000,KILOGRAMO,12,1.0,611.0,000,5.0,00,3055.0,5.0,89.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00041,2,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,50.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,50.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00062,4,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,TOCOSH,4136.0,12.0,000,KILOGRAMO,12,1.0,8.0,000,5.0,00,40.0,5.0,2.0,000,2.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00079,6,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,MORON,4124.0,15.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,15.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00079,6,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,50.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,50.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00079,6,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,PAPA NATIVA,2615,TOCOSH,4136.0,8.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00088,7,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,25.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,25.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00088,7,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,TRIGO MOTE,4137.0,12.0,500,KILOGRAMO,12,1.0,0.0,000,,,,,12.0,500,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00096,8,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,30.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,30.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00096,8,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,PAPA NATIVA,2615,TOCOSH,4136.0,8.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00152,11,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,40.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,40.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00168,12,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,"MAIZ AMILACEO, TRIGO","2108,2113",TRIGO MOTE,4137.0,12.0,500,KILOGRAMO,12,1.0,0.0,000,,,,,12.0,500,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00168,12,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,50.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,50.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00168,12,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,TRIGO,2113,HARINA DE TRIGO,4118.0,20.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,20.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00181,13,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,TRIGO MOTE,4137.0,50.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,50.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00181,13,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,PAPA NATIVA,2615,TOCOSH,4136.0,80.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,80.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00189,14,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,63.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,63.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00189,14,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,PAPA NATIVA,2615,TOCOSH,4136.0,17.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,17.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,08,PUNCHAO,09698,00190,15,Completa,Sierra,Sierra Centro,67.62794348508635,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,TOCOSH,4136.0,17.0,000,KILOGRAMO,12,1.0,7.0,000,5.0,00,35.0,5.0,7.0,000,3.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00001,1,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,20.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,20.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00001,1,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,TRIGO MOTE,4137.0,17.0,250,KILOGRAMO,12,1.0,0.0,000,,,,,17.0,250,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00013,2,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612,TOCOSH,4136.0,2.0,000,BALDE,03,20.0,0.0,000,,,,,2.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00017,3,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,20.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,20.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00017,3,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,TRIGO MOTE,4137.0,12.0,500,KILOGRAMO,12,1.0,0.0,000,,,,,12.0,500,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00017,3,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,30.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,30.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00027,4,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA NATIVA,2615,TOCOSH,4136.0,4.0,000,BALDE,03,20.0,0.0,000,,,,,4.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00027,4,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,20.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,20.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00029,5,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,PAPA BLANCA,2612,TOCOSH,4136.0,2.0,000,BALDE,03,18.0,0.0,000,,,,,2.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00035,6,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,HARINA DE TRIGO,4118.0,65.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,65.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00076,8,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,40.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,40.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00076,8,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,PAPA BLANCA,2612,TOCOSH,4136.0,10.0,000,BALDE,03,18.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00098,11,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,73.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,73.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00098,11,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,CEBADA GRANO,2104,MORON,4124.0,36.0,500,KILOGRAMO,12,1.0,0.0,000,,,,,36.0,500,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00098,11,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,CEBADA GRANO,2104,CEBADA MOTE (pelada),4142.0,36.0,500,KILOGRAMO,12,1.0,0.0,000,,,,,36.0,500,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00102,12,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113,TRIGO MOTE,4137.0,80.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,80.0,000,0.0,000,
2022.0,10,HUANUCO,05,HUAMALIES,06,MIRAFLORES,09705,00102,12,Completa,Sierra,Sierra Centro,63.11941391941393,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113,HARINA DE TRIGO,4118.0,159.0,000,KILOGRAMO,12,1.0,0.0,000,,,,,159.0,000,0.0,000,
