ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P229C,P204_NOM_200C,P204_COD_200C,P229C_NOM,P229C_COD,P229D_CANT_ENT,P229D_CANT_DEC,P229D_UM,P229D_UM_COD,P229_EQUIV,P229E_1_CANT_ENT,P229E_1_CANT_DEC,P229E_PREC_ENT,P229E_PREC_DEC,P229E_VAL,P229E_2_ENT,P229E_2_DEC,P229E_3_ENT,P229E_3_DEC,OMICAP200_02
2018.0,11,ICA,01,ICA,04,OCUCAJE,12866,00008,1,,Completa,Costa,Costa Centro,27.84065934065934,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,VID,1192,PISCO,4133.0,284.0,000,LITRO,14,1.0,200.0,000,20.0,00,4000.0,20.0,000,64.0,000,
2018.0,11,ICA,01,ICA,04,OCUCAJE,12866,00060,6,,Completa,Costa,Costa Centro,27.84065934065934,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,CIRUELA AGRIA,1125,FRUTAS SECAS,4110.0,7.0,000,KILO,12,1.0,0.0,000,,,,3.0,500,3.0,500,
2018.0,11,ICA,01,ICA,04,OCUCAJE,12866,00063,7,,Completa,Costa,Costa Centro,27.84065934065934,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,CIRUELA AGRIA,1125,FRUTAS SECAS,4110.0,3.0,000,KILO,12,1.0,0.0,000,,,,3.0,000,0.0,000,
2018.0,11,ICA,01,ICA,04,OCUCAJE,12866,00078,9,,Completa,Costa,Costa Centro,27.84065934065934,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,"CIRUELA AGRIA, HIGUERA","1125,1136",FRUTAS SECAS,4110.0,5.0,000,KILO,12,1.0,0.0,000,,,,2.0,000,3.0,000,
2018.0,11,ICA,01,ICA,04,OCUCAJE,12869,00003,1,,Completa,Costa,Costa Centro,27.840659340659336,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,HIGUERA,1136,FRUTAS SECAS,4110.0,45.0,000,KILO,12,1.0,45.0,000,7.0,00,315.0,0.0,000,0.0,000,
2018.0,11,ICA,01,ICA,04,OCUCAJE,12869,00058,10,,Completa,Costa,Costa Centro,27.840659340659336,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,VID,1192,PISCO,4133.0,30.0,000,LITRO,14,1.0,20.0,000,20.0,00,400.0,7.0,000,3.0,000,
2018.0,11,ICA,01,ICA,04,OCUCAJE,12869,00058,10,,Completa,Costa,Costa Centro,27.840659340659336,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,2.0,VID,1192,VINO,4139.0,20.0,000,LITRO,14,1.0,10.0,000,20.0,00,200.0,5.0,000,5.0,000,
2018.0,11,ICA,01,ICA,04,OCUCAJE,12873,00016,2,,Completa,Costa,Costa Centro,27.840659340659336,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,VID,1192,PISCO,4133.0,30.0,000,LITRO,14,1.0,0.0,000,,,,30.0,000,0.0,000,
2018.0,11,ICA,01,ICA,04,OCUCAJE,12873,00026,4,,Completa,Costa,Costa Centro,27.840659340659336,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,VID,1192,PISCO,4133.0,110.0,500,LITRO,14,1.0,100.0,000,18.0,00,1800.0,10.0,500,0.0,000,
2018.0,11,ICA,03,NAZCA,01,NAZCA,12895,00034,3,,Completa,Costa,Costa Centro,29.982248520710055,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,VID,1192,CACHINA,4104.0,1.0,667,PORRON,17,30.0,0.0,000,,,,1.0,667,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00012,1,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,9.0,000,KILO,12,1.0,0.0,000,,,,9.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00017,2,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,20.0,000,KILO,12,1.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00032,3,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,30.0,000,KILO,12,1.0,0.0,000,,,,30.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00032,3,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,9.0,000,KILO,12,1.0,0.0,000,,,,9.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00038,4,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,10.0,000,KILO,12,1.0,0.0,000,,,,10.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00052,5,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,20.0,000,KILO,12,1.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00052,5,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,9.0,000,KILO,12,1.0,0.0,000,,,,9.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00068,6,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,5.0,000,KILO,12,1.0,0.0,000,,,,5.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00080,7,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,20.0,000,KILO,12,1.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00090,8,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,10.0,000,KILO,12,1.0,0.0,000,,,,10.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00097,9,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,20.0,000,KILO,12,1.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00115,10,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,20.0,000,KILO,12,1.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00119,11,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,18.0,000,KILO,12,1.0,0.0,000,,,,18.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00139,12,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,10.0,000,KILO,12,1.0,0.0,000,,,,10.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00139,12,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,13.0,000,KILO,12,1.0,0.0,000,,,,13.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00142,13,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,30.0,000,KILO,12,1.0,0.0,000,,,,30.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00142,13,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,8.0,000,KILO,12,1.0,0.0,000,,,,8.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00164,14,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,20.0,000,KILO,12,1.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12919,00164,14,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,9.0,000,KILO,12,1.0,0.0,000,,,,9.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00007,1,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,10.0,000,KILO,12,1.0,0.0,000,,,,10.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00021,2,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,20.0,000,KILO,12,1.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00021,2,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,9.0,800,KILO,12,1.0,0.0,000,,,,9.0,800,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00033,3,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,45.0,000,KILO,12,1.0,0.0,000,,,,45.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00048,5,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,50.0,000,KILO,12,1.0,0.0,000,,,,50.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00048,5,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,9.0,900,KILO,12,1.0,0.0,000,,,,9.0,900,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00048,5,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,CEBADA GRANO,2104,MORON,4124.0,24.0,000,KILO,12,1.0,0.0,000,,,,24.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00048,5,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,4.0,CEBADA GRANO,2104,HARINA DE CEBADA,4113.0,50.0,000,KILO,12,1.0,0.0,000,,,,50.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00075,7,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,20.0,000,KILO,12,1.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00075,7,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,9.0,800,KILO,12,1.0,0.0,000,,,,9.0,800,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00085,8,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,15.0,000,KILO,12,1.0,0.0,000,,,,15.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00085,8,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,4.0,950,KILO,12,1.0,0.0,000,,,,4.0,950,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00089,9,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,19.0,800,KILO,12,1.0,0.0,000,,,,19.0,800,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00089,9,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,50.0,000,KILO,12,1.0,0.0,000,,,,50.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00108,10,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,3.0,000,KILO,12,1.0,0.0,000,,,,3.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00109,11,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,30.0,000,KILO,12,1.0,0.0,000,,,,30.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00130,12,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,20.0,000,KILO,12,1.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00134,13,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,40.0,000,KILO,12,1.0,0.0,000,,,,40.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00134,13,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,29.0,500,KILO,12,1.0,0.0,000,,,,29.0,500,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,15,SALCAHUASI,12924,00138,14,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,20.0,000,KILO,12,1.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00004,1,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,30.0,000,KILO,12,1.0,0.0,000,,,,30.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00004,1,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,9.0,900,KILO,12,1.0,0.0,000,,,,9.0,900,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00015,3,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,35.0,000,KILO,12,1.0,0.0,000,,,,35.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00032,5,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,4.0,950,KILO,12,1.0,0.0,000,,,,4.0,950,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00032,5,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,35.0,000,KILO,12,1.0,0.0,000,,,,35.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00048,9,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,40.0,000,KILO,12,1.0,0.0,000,,,,40.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00056,10,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,50.0,000,KILO,12,1.0,0.0,000,,,,50.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00056,10,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,29.0,400,KILO,12,1.0,0.0,000,,,,29.0,400,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00066,11,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,45.0,000,KILO,12,1.0,0.0,000,,,,45.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00067,12,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,30.0,000,KILO,12,1.0,0.0,000,,,,30.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00067,12,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,9.0,800,KILO,12,1.0,0.0,000,,,,9.0,800,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00073,13,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,35.0,000,KILO,12,1.0,0.0,000,,,,35.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00086,14,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,30.0,000,KILO,12,1.0,0.0,000,,,,30.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12925,00086,14,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,4.0,900,KILO,12,1.0,0.0,000,,,,4.0,900,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00015,1,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,99.0,000,KILO,12,1.0,0.0,000,,,,80.0,000,19.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00040,2,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,49.0,000,KILO,12,1.0,0.0,000,,,,49.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00062,4,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,79.0,000,KILO,12,1.0,0.0,000,,,,79.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00078,5,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,39.0,000,KILO,12,1.0,0.0,000,,,,39.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00078,5,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,39.0,000,KILO,12,1.0,0.0,000,,,,39.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00096,6,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,40.0,000,KILO,12,1.0,0.0,000,,,,40.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00163,9,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,20.0,000,KILO,12,1.0,0.0,000,,,,20.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00163,9,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,30.0,000,KILO,12,1.0,0.0,000,,,,30.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00201,11,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108,HARINA DE MAIZ,4115.0,99.0,000,KILO,12,1.0,0.0,000,,,,99.0,000,0.0,000,
2018.0,09,HUANCAVELICA,07,TAYACAJA,17,SURCUBAMBA,12929,00201,11,,Completa,Sierra,Sierra Centro,58.88253968253968,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108,MAIZ MOTE (PELADO),4122.0,95.0,000,KILO,12,1.0,0.0,000,,,,95.0,000,0.0,000,
