ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P101A,P102_1,P102_2,P229G_N,P204_NOM_200D,P204_COD_200D,P229G_NOM,P229G_COD,P229H_CANT_ENT,P229H_CANT_DEC,P229H_UM,P229H_UM_COD,P229H_EQUIV,P229I_1_CANT_ENT,P229I_1_CANT_DEC,P229I_PREC_ENT,P229I_PREC_DEC,P229I_VAL,P229I_1_PRE_KG,P229I_2_ENT,P229I_2_DEC,P229I_3_ENT,P229I_3_DEC,OMICAP200_03
2022.0,02,ANCASH,07,CARLOS FERMIN FITZCARRALD,03,YAUYA,09197,00094,14,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,8.0,000,SACO,19,40.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,02,ANCASH,07,CARLOS FERMIN FITZCARRALD,03,YAUYA,09197,00110,15,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,6.0,000,SACO,19,40.0,0.0,000,,,,,6.0,000,0.0,000,
2022.0,02,ANCASH,07,CARLOS FERMIN FITZCARRALD,03,YAUYA,09197,00110,15,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,7.0,000,CARGA,09,40.0,0.0,000,,,,,7.0,000,0.0,000,
2022.0,02,ANCASH,07,CARLOS FERMIN FITZCARRALD,02,SAN NICOLAS,09213,00015,1,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,12.0,000,CARGA,09,50.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,02,ANCASH,07,CARLOS FERMIN FITZCARRALD,02,SAN NICOLAS,09213,00027,2,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,5.0,000,CARGA,09,30.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,02,ANCASH,07,CARLOS FERMIN FITZCARRALD,02,SAN NICOLAS,09213,00045,4,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,12.0,000,CARGA,09,30.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,02,ANCASH,07,CARLOS FERMIN FITZCARRALD,02,SAN NICOLAS,09213,00053,5,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,5.0,000,CARGA,09,50.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,02,ANCASH,07,CARLOS FERMIN FITZCARRALD,02,SAN NICOLAS,09213,00087,9,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,CARGA,09,50.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,02,ANCASH,07,CARLOS FERMIN FITZCARRALD,02,SAN NICOLAS,09213,00096,10,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,12.0,000,CARGA,09,30.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,02,ANCASH,07,CARLOS FERMIN FITZCARRALD,02,SAN NICOLAS,09213,00112,11,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,5.0,000,CARGA,09,30.0,0.0,000,,,,,5.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,04,CHINGAS,09230,00004,1,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,30.0,000,CARGA,09,10.0,0.0,000,,,,,30.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,04,CHINGAS,09230,00007,2,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,CARGA,09,10.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,04,CHINGAS,09230,00023,5,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,15.0,000,CARGA,09,10.0,0.0,000,,,,,0.0,000,15.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,04,CHINGAS,09230,00025,6,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,4.0,000,CARGA,09,10.0,0.0,000,,,,,0.0,000,4.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,04,CHINGAS,09230,00079,10,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,8.0,000,CARGA,09,10.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,05,MIRGAS,09246,00007,2,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,15.0,000,SACO,19,40.0,0.0,000,,,,,15.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,05,MIRGAS,09246,00026,5,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,20.0,000,SACO,19,40.0,0.0,000,,,,,20.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,05,MIRGAS,09246,00058,7,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,8.0,000,SACO,19,42.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,05,MIRGAS,09246,00058,7,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,4.0,000,CARGA,09,40.0,0.0,000,,,,,4.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,05,MIRGAS,09246,00078,8,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,SACO,19,50.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,05,MIRGAS,09246,00112,10,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,CARGA,09,40.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,05,MIRGAS,09246,00112,10,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,6.0,000,SACO,19,40.0,0.0,000,,,,,6.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,05,MIRGAS,09246,00120,11,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,8.0,000,SACO,19,40.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,05,MIRGAS,09246,00130,12,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,15.0,000,SACO,19,40.0,0.0,000,,,,,10.0,000,5.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,05,MIRGAS,09246,00134,14,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,18.0,000,CARGA,09,35.0,0.0,000,,,,,10.0,000,8.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,05,MIRGAS,09246,00141,15,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,CEBADA GRANO,2104.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,20.0,000,CARGA,09,30.0,0.0,000,,,,,10.0,000,10.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00001,1,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,10.0,000,MANTADA,15,15.0,0.0,000,,,,,2.0,000,8.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00008,2,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,30.0,000,CARGA,09,15.0,0.0,000,,,,,30.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00008,2,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,8.0,000,CARGA,09,12.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00016,3,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,12.0,000,CARGA,09,15.0,0.0,000,,,,,5.0,000,7.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00023,4,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,15.0,000,CARGA,09,10.0,0.0,000,,,,,15.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00028,5,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,50.0,000,CARGA,09,40.0,0.0,000,,,,,50.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00042,6,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,10.0,000,MANTADA,15,15.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00051,8,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,15.0,000,CARGA,09,10.0,0.0,000,,,,,15.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00059,9,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,10.0,000,MANTADA,15,15.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00068,11,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,30.0,000,CARGA,09,40.0,0.0,000,,,,,10.0,000,20.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00077,12,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,15.0,000,CARGA,09,20.0,0.0,000,,,,,15.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00081,13,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,80.0,000,CARGA,09,40.0,0.0,000,,,,,80.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00098,15,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,15.0,000,CARGA,09,10.0,0.0,000,,,,,15.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00098,15,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,PAPA BLANCA,2612.0,RASTROJO DE PAPA,4130.0,12.0,000,CARGA,09,30.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,02,ANCASH,03,ANTONIO RAYMONDI,02,ACZO,09262,00098,15,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,3.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,12.0,000,MANTADA,15,15.0,0.0,000,,,,,12.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,01,HUARI,09278,00002,1,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,TERCIO,20,30.0,0.0,000,,,,,2.0,000,8.0,000,
2022.0,02,ANCASH,10,HUARI,01,HUARI,09278,00026,5,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,24.0,000,TERCIO,20,20.0,0.0,000,,,,,20.0,000,4.0,000,
2022.0,02,ANCASH,10,HUARI,01,HUARI,09278,00028,6,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,5.0,000,TERCIO,20,30.0,0.0,000,,,,,0.0,000,5.0,000,
2022.0,02,ANCASH,10,HUARI,01,HUARI,09278,00034,7,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,8.0,000,TERCIO,20,30.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,01,HUARI,09278,00048,9,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,8.0,000,MALLA,38,20.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,01,HUARI,09278,00048,9,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,TERCIO,20,25.0,0.0,000,,,,,20.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,01,HUARI,09278,00065,11,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,50.0,000,TERCIO,20,40.0,30.0,000,10.0,00,300.0,0.25,20.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,01,HUARI,09278,00078,12,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,CARGA,09,30.0,0.0,000,,,,,20.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,01,HUARI,09278,00078,12,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,8.0,000,MALLA,38,10.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,01,HUARI,09278,00082,13,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,8.0,000,TERCIO,20,30.0,0.0,000,,,,,8.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,01,HUARI,09278,00082,13,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,7.0,000,MALLA,38,20.0,0.0,000,,,,,7.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,01,HUARI,09278,00083,14,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,6.0,000,TERCIO,20,25.0,0.0,000,,,,,6.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,01,HUARI,09278,00089,15,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,4.0,000,MALLA,38,20.0,0.0,000,,,,,4.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,01,HUARI,09278,00089,15,Completa,Sierra,Sierra Centro,132.35204081632654,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,6.0,000,TERCIO,20,30.0,0.0,000,,,,,6.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,09,MASIN,09295,00011,1,Completa,Sierra,Sierra Centro,132.3520408163265,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,CARGA,09,40.0,10.0,000,10.0,00,100.0,0.25,0.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,09,MASIN,09295,00024,2,Completa,Sierra,Sierra Centro,132.3520408163265,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ CHOCLO,2109.0,CHALA DE MAIZ,4105.0,100.0,000,CARGA,09,40.0,40.0,000,10.0,00,400.0,0.25,40.0,000,20.0,000,
2022.0,02,ANCASH,10,HUARI,09,MASIN,09295,00026,3,Completa,Sierra,Sierra Centro,132.3520408163265,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,6.0,000,TERCIO,20,15.0,0.0,000,,,,,6.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,09,MASIN,09295,00046,6,Completa,Sierra,Sierra Centro,132.3520408163265,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,TERCIO,20,15.0,0.0,000,,,,,0.0,000,10.0,000,
2022.0,02,ANCASH,10,HUARI,09,MASIN,09295,00063,7,Completa,Sierra,Sierra Centro,132.3520408163265,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,9.0,000,TERCIO,20,15.0,0.0,000,,,,,0.0,000,9.0,000,
2022.0,02,ANCASH,10,HUARI,09,MASIN,09295,00064,8,Completa,Sierra,Sierra Centro,132.3520408163265,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,20.0,000,TERCIO,20,15.0,0.0,000,,,,,20.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,09,MASIN,09295,00074,9,Completa,Sierra,Sierra Centro,132.3520408163265,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,8.0,000,TERCIO,20,15.0,0.0,000,,,,,0.0,000,8.0,000,
2022.0,02,ANCASH,10,HUARI,09,MASIN,09295,00079,11,Completa,Sierra,Sierra Centro,132.3520408163265,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,10.0,000,TERCIO,20,20.0,0.0,000,,,,,0.0,000,10.0,000,
2022.0,02,ANCASH,10,HUARI,09,MASIN,09295,00110,15,Completa,Sierra,Sierra Centro,132.3520408163265,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,15.0,000,TERCIO,20,20.0,0.0,000,,,,,0.0,000,15.0,000,
2022.0,02,ANCASH,10,HUARI,08,HUANTAR,09311,00029,2,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,15.0,000,CARGA,09,30.0,0.0,000,,,,,15.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,08,HUANTAR,09311,00035,3,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,6.0,000,TERCIO,20,30.0,0.0,000,,,,,0.0,000,6.0,000,
2022.0,02,ANCASH,10,HUARI,08,HUANTAR,09311,00035,3,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,Pase,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,15.0,000,MALLA,38,20.0,0.0,000,,,,,0.0,000,15.0,000,
2022.0,02,ANCASH,10,HUARI,08,HUANTAR,09311,00043,4,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,MAIZ AMILACEO,2108.0,CHALA DE MAIZ,4105.0,15.0,000,CARGA,09,25.0,0.0,000,,,,,15.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,08,HUANTAR,09311,00043,4,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,2.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,10.0,000,SACO,19,40.0,0.0,000,,,,,10.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,08,HUANTAR,09311,00048,5,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,30.0,000,SACO,19,40.0,0.0,000,,,,,30.0,000,0.0,000,
2022.0,02,ANCASH,10,HUARI,08,HUANTAR,09311,00059,6,Completa,Sierra,Sierra Centro,123.52857142857144,Pequeños y medianos productores/as agropecuarios/as,,¿Agrícola?,¿Pecuaria?,1.0,TRIGO,2113.0,"PAJA (CEBADA, TRIGO, AVENA, ARROZ)",4128.0,5.0,000,SACO,19,45.0,0.0,000,,,,,5.0,000,0.0,000,
